year,population,y_pop,y_pop_us_100,y_wkr,y_wkr_us_100,growth_100,i_y,g_y,ed_att,nx_y,x_m_y,ex_rate,country
1997,0.5065,1928,4.599,8035,9.3395,2.7636,10.6775,30.937,NaN,-11.9527,25.806,437.747,COM
1998,0.5202,1682,3.8879,6972,7.8768,-13.6158,13.1846,32.4746,NaN,-12.4843,23.7942,442.459,COM
1999,0.5339,1673,3.7402,6874,7.5464,-0.5631,11.2892,31.4167,NaN,-11.8344,24.0265,461.775,COM
2e3,0.5477,1581,3.4313,6439,6.883,-5.6616,10.8879,27.02,NaN,-9.4281,24.6337,533.982,COM
2001,0.5615,1715,3.7331,6924,7.3549,8.1398,10.1787,35.1191,NaN,-7.6226,22.833,549.779,COM
2002,0.5754,1796,3.8928,7187,7.5099,4.6392,10.9401,36.9492,NaN,-5.9315,20.2644,522.741,COM
2003,0.5895,1639,3.4873,6504,6.6678,-9.1354,10.5989,28.1352,NaN,-6.2657,18.4232,435.901,COM
2004,0.6039,1572,3.2477,6186,6.1675,-4.2161,12.1419,28.3088,NaN,-12.5383,20.0069,396.214,COM
2005,0.6186,1584,3.1952,6161,6.0418,0.8005,11.9457,28.0661,NaN,-15.942,20.4949,395.601,COM
2006,0.6338,1634,3.2377,6310,6.1338,3.0944,11.3091,24.43,NaN,-17.4313,34.1847,392.168,COM
2007,0.6494,1523,2.9914,5833,5.6279,-7.027,11.1631,21.0043,NaN,-21.3596,40.954,359.45,COM
2008,0.6654,1556,3.0949,5904,5.6903,2.1194,20.2626,21.7794,NaN,-26.1186,44.8087,335.854,COM
2009,0.6818,1452,3.0054,5459,5.2262,-6.8974,15.8579,22.0171,NaN,-29.7656,51.2119,354.14,COM
2010,0.6987,1454,2.9549,5419,5.0222,0.1486,13.548,24.5112,NaN,-32.0367,53.2802,371.458,COM
2011,0.716,1479,2.9772,5474,5.017,1.6833,10.214,23.9721,NaN,-30.7392,54.2619,353.9,COM
2012,0.7337,1510,2.9892,5549,5.0558,2.0606,8.39,26.4058,NaN,-31.0431,54.5216,382.896,COM
2013,0.7517,1519,2.9759,5543,5.0075,0.5879,6.2425,28.2627,NaN,-31.7553,56.7083,370.53,COM
2014,0.77,1530,2.9452,5567,4.9795,0.7637,4.7855,30.3917,NaN,-33.5138,59.678,370.811,COM
1960,0.1977,1117,6.375,NaN,NaN,NaN,78.943,8.538,NaN,-45.8805,50.0705,28.75,CPV
1961,0.2042,1301,7.3569,NaN,NaN,15.197,69.9542,7.8805,NaN,-29.7156,30.1441,28.75,CPV
1962,0.2109,1070,5.7962,NaN,NaN,-19.5148,58.9771,9.6817,NaN,-28.3073,30.3575,28.75,CPV
1963,0.218,862,4.5358,NaN,NaN,-21.5912,46.5797,13.0943,NaN,-34.1757,37.4784,28.75,CPV
1964,0.2254,901,4.533,NaN,NaN,4.3973,44.4536,13.173,NaN,-31.3011,37.1254,28.75,CPV
1965,0.2329,918,4.3916,NaN,NaN,1.906,49.4396,12.7395,NaN,-33.2068,35.4124,28.75,CPV
1966,0.2404,1112,5.0549,NaN,NaN,19.165,50.0998,12.5999,NaN,-23.6453,30.4278,28.75,CPV
1967,0.248,1205,5.4047,NaN,NaN,7.9845,36.9443,12.7804,NaN,-25.4819,28.9213,28.75,CPV
1968,0.2556,1298,5.6148,NaN,NaN,7.419,41.5972,13.2375,NaN,-21.2087,28.5033,28.75,CPV
1969,0.2629,1380,5.8434,NaN,NaN,6.1503,52.0755,13.6542,NaN,-28.4174,28.9554,28.75,CPV
1970,0.2702,1517,6.4915,NaN,NaN,9.4935,53.8607,13.9692,NaN,-25.3122,26.4151,28.75,CPV
1971,0.2731,1580,6.6024,NaN,NaN,4.0727,54.1952,13.9697,NaN,-24.9995,25.7609,28.3602,CPV
1972,0.2738,1612,6.443,NaN,NaN,1.9813,54.3465,14.1186,NaN,-24.6042,25.3189,27.0534,CPV
1973,0.2732,1642,6.2356,NaN,NaN,1.8611,55.3112,14.1963,NaN,-25.1626,26.6264,24.5152,CPV
1974,0.2725,1687,6.5217,NaN,NaN,2.6912,57.7001,14.5427,NaN,-28.1271,31.5397,25.4082,CPV
1975,0.2726,1402,5.4973,NaN,NaN,-18.5426,57.9409,14.228,NaN,-27.9532,30.5905,25.5432,CPV
1976,0.2736,1421,5.3184,NaN,NaN,1.3565,57.3995,13.9292,NaN,-27.0071,30.0446,30.2291,CPV
1977,0.2755,1345,4.8527,NaN,NaN,-5.4502,57.9405,14.255,NaN,-27.7073,30.2608,34.0465,CPV
1978,0.2782,1460,5.0262,NaN,NaN,8.2075,58.0425,14.7191,NaN,-27.8036,29.9291,35.5007,CPV
1979,0.2816,1510,5.079,NaN,NaN,3.3706,56.7861,15.2482,NaN,-27.1036,20.0068,37.433,CPV
1980,0.2856,1618,5.5254,5433,8.3319,6.8997,52.9812,12.0719,NaN,-24.5334,32.4834,40.1749,CPV
1981,0.2904,1709,5.7403,5729,8.6555,5.4665,53.6864,12.4898,NaN,-20.7477,30.2941,48.6947,CPV
1982,0.2961,1792,6.2287,5966,9.1696,4.7411,60.3511,15.3983,NaN,-26.0111,32.2639,58.2933,CPV
1983,0.3022,1890,6.3407,6266,9.3322,5.324,54.6427,16.5728,NaN,-22.1109,31.2433,71.6858,CPV
1984,0.3083,1772,5.5719,5851,8.4285,-6.4797,55.4836,19.2718,NaN,-32.2292,55.6816,84.8779,CPV
1985,0.314,1777,5.4411,5873,8.3294,0.2942,54.3799,21.1928,NaN,-34.9353,53.7822,91.6317,CPV
1986,0.3192,1978,5.9211,6551,9.2044,10.703,56.7984,22.8343,NaN,-33.7208,51.3745,80.1449,CPV
1987,0.324,2038,5.9531,6781,9.4484,3.0038,53.8263,19.6139,NaN,-27.5516,50.2992,72.4658,CPV
1988,0.3289,2055,5.8239,6896,9.4357,0.8482,45.4335,19.0653,NaN,-23.6073,47.3859,72.0675,CPV
1989,0.3345,2166,5.9886,7318,9.8704,5.2598,47.3042,17.5712,NaN,-24.2408,51.2825,77.9781,CPV
1990,0.3413,2075,5.6994,7011,9.4009,-4.3262,53.2795,17.681,NaN,-36.1103,58.2683,70.0313,CPV
1991,0.3493,2045,5.6936,6883,9.1524,-1.4411,44.8648,17.0052,NaN,-29.2953,49.7489,71.4083,CPV
1992,0.3585,2182,5.917,7287,9.3671,6.4723,51.3183,18.3513,NaN,-35.4699,61.7232,68.0176,CPV
1993,0.3684,2252,5.9967,7456,9.4168,3.1974,49.6602,18.8826,NaN,-31.3044,58.5397,80.4266,CPV
1994,0.3788,2562,6.611,8414,10.4043,12.8902,55.5391,16.0108,NaN,-28.3009,40.3598,81.8908,CPV
1995,0.3892,2283,5.7891,7429,9.0551,-11.5419,52.3716,19.4337,NaN,-40.8258,73.385,76.8533,CPV
1996,0.3995,2708,6.6799,8758,10.4126,17.085,47.7739,14.6078,NaN,-24.2641,64.3122,82.5915,CPV
1997,0.4098,2569,6.1295,8250,9.5888,-5.2857,47.893,18.1855,NaN,-32.5421,59.8541,93.1767,CPV
1998,0.4199,2822,6.5225,8995,10.162,9.3954,40.2635,16.0933,NaN,-21.4098,45.7326,98.1575,CPV
1999,0.4296,3240,7.2443,10224,11.2235,13.8048,45.4584,16.1674,NaN,-22.1432,42.8129,103.502,CPV
2e3,0.4387,3453,7.4949,10733,11.4729,6.3603,35.1125,15.5923,NaN,-11.339,39.6421,119.687,CPV
2001,0.4474,3542,7.712,10860,11.5361,2.5653,38.0032,14.609,NaN,-12.8109,36.7713,123.228,CPV
2002,0.4554,3620,7.8451,10867,11.3561,2.162,43.4365,15.4079,NaN,-19.5427,40.4388,117.168,CPV
2003,0.4627,3760,7.9985,11025,11.3024,3.7996,40.4999,17.4414,NaN,-18.8095,42.1728,97.703,CPV
2004,0.469,4015,8.2962,11509,11.4755,6.5581,46.0082,18.124,NaN,-24.5522,42.4742,88.8076,CPV
2005,0.4742,4071,8.2113,11398,11.1775,1.4007,42.1222,20.3761,NaN,-24.2787,48.8512,88.6703,CPV
2006,0.4783,4253,8.4269,11579,11.2554,4.3658,45.22,18.9215,NaN,-28.6145,55.1148,87.9007,CPV
2007,0.4813,4837,9.4992,12837,12.3856,12.8638,53.9692,18.6898,NaN,-33.424,57.855,80.5674,CPV
2008,0.4838,5316,10.5747,13778,13.2802,9.4433,51.0321,18.3978,NaN,-29.6907,51.6459,75.2785,CPV
2009,0.4867,5431,11.2415,13784,13.1958,2.1508,43.7264,19.1851,NaN,-27.6437,42.6096,79.3771,CPV
2010,0.4904,5807,11.7986,14395,13.3422,6.6805,44.394,18.8744,NaN,-27.6551,44.0746,83.2588,CPV
2011,0.4952,6295,12.6728,15364,14.0807,8.0768,41.4394,18.7269,NaN,-25.4966,50.3923,79.3233,CPV
2012,0.5009,6441,12.7529,15503,14.1256,2.2891,31.7723,17.1495,NaN,-14.9989,40.1784,85.8224,CPV
2013,0.5073,5735,11.2389,13612,12.2975,-11.6045,35.0164,19.0356,NaN,-12.8857,43.7856,83.0509,CPV
2014,0.5139,6522,12.5517,15339,13.7197,12.85,28.9471,16.8072,NaN,-10.7847,37.4613,83.1139,CPV
1950,0.9236,3241,22.1729,10441,28.8469,NaN,7.7314,8.5705,3.51,-6.1362,18.2341,5.615,CRI
1951,0.9538,3255,21.0758,10577,28.1668,0.421,8.6762,9.1651,NaN,-8.8629,20.6042,5.615,CRI
1952,0.9868,3562,22.6951,11698,30.492,9.0142,10.6387,9.818200000000001,NaN,-12.6107,24.689799999999998,5.614,CRI
1953,1.0215,4115,25.478,13663,34.5267,14.4208,9.5122,8.6056,NaN,-13.0648,21.9379,5.616,CRI
1954,1.0587,4138,26.1702,13912,34.6484,0.5742,8.5818,10.2438,NaN,-14.558,21.2473,5.615,CRI
1955,1.0992,4344,25.9786,14791,35.2347,4.8573,8.8871,10.7102,3.55,-14.7333,20.3967,5.615,CRI
1956,1.1416,4074,24.2425,14032,33.4517,-6.4318,10.2772,12.2929,NaN,-17.969,20.128,5.615,CRI
1957,1.1849,4208,24.9647,14654,34.3692,3.2479,10.9363,12.0953,NaN,-17.483,22.1646,5.615,CRI
1958,1.2298,4554,27.7602,16030,37.3021,7.8927,8.5401,11.3482,NaN,-12.9105,20.1903,5.615,CRI
1959,1.2785,4418,25.505,15747,34.9163,-3.0312,10.8061,12.2734,NaN,-14.8263,19.9731,5.615,CRI
1960,1.3295,4603,26.2638,16588,36.3801,4.0996,9.4691,11.8638,3.69,-14.991,20.9423,5.615,CRI
1961,1.3813,4357,24.6434,15813,33.8409,-5.4966,9.744,13.8126,NaN,-14.1877,19.86,5.9517,CRI
1962,1.433,4483,24.2822,16363,33.5144,2.8518,9.7994,13.8992,NaN,-12.434,18.3614,6.625,CRI
1963,1.4844,4594,24.1678,16840,33.4809,2.4559,9.4917,14.4624,NaN,-13.6453,18.7083,6.625,CRI
1964,1.5342,4684,23.5652,17202,32.9927,1.9354,8.0308,15.0355,NaN,-13.6918,20.5545,6.625,CRI
1965,1.5848,5022,24.0175,18423,33.9638,6.9741,9.6056,14.9586,3.85,-16.3356,23.0522,6.625,CRI
1966,1.6389,5140,23.3598,18822,33.5895,2.3223,9.504,15.6672,NaN,-13.303,23.5345,6.625,CRI
1967,1.6925,5215,23.3927,19032,33.9197,1.4353,9.5136,15.548400000000001,NaN,-13.1991,22.1762,6.625,CRI
1968,1.7455,5377,23.2688,19537,33.9194,3.0729,8.6963,15.0455,NaN,-11.4226,23.7795,6.625,CRI
1969,1.7973,5524,23.392,19946,34.3696,2.6891,9.6158,15.1829,NaN,-11.0891,25.9871,6.625,CRI
1970,1.8489,5850,25.0296,20909,36.168,5.7408,10.161,15.7263,3.62,-12.3617,29.2061,6.625,CRI
1971,1.8984,5987,25.0115,21143,35.4002,2.3076,12.1286,16.956,NaN,-11.9053,27.4971,6.6258,CRI
1972,1.947,6226,24.8861,21699,35.3778,3.922,10.6166,17.2499,NaN,-8.5158,26.0738,6.635,CRI
1973,1.9957,6501,24.6853,22369,35.4352,4.3234,12.0181,17.1572,NaN,-7.5051,26.9243,6.6468,CRI
1974,2.0456,6555,25.3407,22348,36.3782,0.8252,13.2111,18.2716,NaN,-11.9281,36.5108,7.93,CRI
1975,2.0974,6612,25.9345,21971,35.5176,0.8604,11.939,18.9755,4.49,-10.2668,34.2669,8.57,CRI
1976,2.1515,6958,26.0462,22799,35.9377,5.096,13.8514,18.7801,NaN,-8.9346,35.9568,8.57,CRI
1977,2.2077,7557,27.2579,24231,37.7081,8.2602,15.0135,18.2022,NaN,-11.3189,38.3012,8.57,CRI
1978,2.2662,7745,26.6549,24943,38.1923,2.4574,14.2786,17.9411,NaN,-13.0109,39.7843,8.57,CRI
1979,2.3266999999999998,7904,26.5772,25478,38.7437,2.0338,14.7634,18.399,NaN,-12.682,39.4953,8.57,CRI
1980,2.3893,7740,26.4267,24763,37.9758,-2.0924,15.7769,18.8057,5.31,-13.1914,37.3366,8.57,CRI
1981,2.4541,7476,25.1071,24496,37.0125,-3.4717,10.074,18.1586,NaN,-0.896,36.4083,21.7633,CRI
1982,2.5212,6786,23.5848,22286,34.2531,-9.6788,8.2105,19.0458,NaN,2.4463,28.1762,37.4067,CRI
1983,2.5899,6674,22.3883,21450,31.9453,-1.6647,10.7846,18.1156,NaN,-2.3543,29.0439,41.0942,CRI
1984,2.6598,6980,21.9523,21850,31.4731,4.4782,11.1392,17.4462,NaN,-2.0435,31.006,44.5327,CRI
1985,2.7302,6911,21.1636,21477,30.4583,-0.9893,11.7818,17.3812,6.04,-4.1803,30.6272,50.4534,CRI
1986,2.801,7448,22.3003,23009,32.3286,7.4817,13.996,16.5849,NaN,-1.7097,27.3457,55.9859,CRI
1987,2.8722,7270,21.2382,22099,30.7918,-2.4157,14.6477,17.0429,NaN,-5.6193,27.58,62.7762,CRI
1988,2.9446,7275,20.6154,22011,30.1184,0.0655,13.3557,17.1487,NaN,-4.2637,26.272,75.8047,CRI
1989,3.019,7547,20.8626,22011,29.6884,3.6646,13.3771,16.7644,NaN,-3.3376,31.3212,81.5042,CRI
1990,3.096,7592,20.8575,22243,29.8227,0.5978,13.4252,15.6318,6.72,-5.1214,32.1129,91.5793,CRI
1991,3.1757,7535,20.9813,21856,29.0642,-0.7477,11.6904,15.0585,NaN,-0.0504,30.6678,122.4324,CRI
1992,3.2575,8060,21.860500000000002,22617,29.0726,6.7294,14.1134,14.43,NaN,-2.2341,36.9004,134.5063,CRI
1993,3.341,8407,22.3804,23241,29.3524,4.2102,15.3257,14.0802,NaN,-5.1841,36.8778,142.1717,CRI
1994,3.4257,8650,22.3157,23736,29.351,2.8481,14.3841,13.6222,NaN,-4.2706,36.1784,157.0667,CRI
1995,3.5109,8727,22.1282,23928,29.1651,0.89,12.9973,12.9679,7.17,-2.8246000000000002,37.4761,179.7292,CRI
1996,3.5967000000000002,8334,20.5536,22889,27.2144,-4.6099,11.7459,12.9444,NaN,-5.8565000000000005,42.7507,207.6892,CRI
1997,3.6827,8550,20.4006,23099,26.8477,2.5658,14.0916,13.4459,NaN,-8.0235,55.2857,232.5975,CRI
1998,3.7674,9263,21.4099,24647,27.8438,8.0103,15.8259,12.5904,NaN,-3.6032,64.2199,257.2292,CRI
1999,3.8487,9657,21.593,25630,28.1361,4.1609,12.7285,12.3343,NaN,3.0017,65.4329,285.6847,CRI
2e3,3.9255,9440,20.4933,24435,26.1187,-2.2675,13.1627,13.0208,7.46,0.8035,64.5635,308.1867,CRI
2001,3.9968,9249,20.1372,23730,25.2072,-2.043,17.9497,13.8216,NaN,-6.0133,65.3318,328.8708,CRI
2002,4.0632,9168,19.8696,23379,24.4305,-0.8874,20.1701,14.1924,NaN,-9.5818,68.6671,359.8175,CRI
2003,4.126,9412,20.0235,23564,24.1558,2.6343,18.5634,14.1161,NaN,-6.7838,66.9766,398.6622,CRI
2004,4.187,9675,19.9935,23798,23.7282,2.7544,19.9536,14.1036,NaN,-6.9498,64.5036,437.935,CRI
2005,4.2478,10264,20.7002,24778,24.2978,5.9032,21.2489,14.1567,7.95,-8.1421,67.9935,477.7867,CRI
2006,4.3088,10525,20.8535,24812,24.1175,2.5118,22.9652,14.1542,NaN,-9.2587,70.8947,511.3018,CRI
2007,4.3695,10962,21.5284,25155,24.2711,4.0701,21.3607,14.0863,NaN,-8.4208,72.6292,516.6174,CRI
2008,4.4295,11361,22.5998,25701,24.7715,3.5748,24.9766,14.7297,NaN,-12.9463,73.6229,526.2355,CRI
2009,4.4883,11560,23.9257,26815,25.6703,1.7371,15.5583,15.308,NaN,-1.7154,58.6773,573.288,CRI
2010,4.5453,11843,24.0633,26602,24.6559,2.4174,20.0083,15.9887,7.84,-8.0826,64.7018,525.8292,CRI
2011,4.6005,12366,24.8938,27534,25.2344,4.3223,21.8197,15.7652,NaN,-10.009,72.4094,505.6642,CRI
2012,4.6541,12564,24.876,26168,23.8425,1.5877,22.7671,15.5637,NaN,-12.4788,76.0637,502.9015,CRI
2013,4.7064,12625,24.741,26224,23.6922,0.4885,22.0498,15.7665,NaN,-13.215,75.264,499.7668,CRI
2014,4.7576,13477,25.9383,27411,24.5179,6.5289,19.8898,15.1145,NaN,-7.8696,96.7224,538.3172,CRI
1950,0.4932,2951,20.1871,11089,30.6397,NaN,53.3006,14.0532,3.1,-10.5322,26.5044,0.6102,CYP
1951,0.5012,3070,19.8742,11583,30.8472,3.9337,58.0318,12.3845,NaN,-15.2113,29.2085,0.6102,CYP
1952,0.5072,3359,21.3985,12675,33.0395,9.0015,58.4099,12.3306,NaN,-13.1147,24.7866,0.6104,CYP
1953,0.5142,3744,23.1802,14154,35.7664,10.852,61.2733,11.7849,NaN,-14.0992,22.5389,0.6102,CYP
1954,0.5222,4189,26.4867,15893,39.5805,11.2281,74.5858,8.8044,NaN,-14.5776,22.0529,0.6102,CYP
1955,0.5292,4273,25.5513,16237,38.678,1.9968,80.8994,9.7146,3.7,-20.87,22.0584,0.6104,CYP
1956,0.5351,4690,27.9079,17810,42.4598,9.3066,76.4518,13.9915,NaN,-20.6774,23.6055,0.6102,CYP
1957,0.5451,4671,27.7106,17858,41.8846,-0.3969,75.2686,19.2782,NaN,-22.2319,24.0122,0.6104,CYP
1958,0.5571,3979,24.2533,15362,35.7474,-16.0478,59.4253,23.706,NaN,-12.0945,25.6698,0.6102,CYP
1959,0.5661,4153,23.9778,16103,35.7061,4.2992,61.2973,22.4364,NaN,-14.3456,27.5197,0.6102,CYP
1960,0.5721,3876,22.1141,15006,32.9112,-6.923,58.4292,15.2737,4.37,-15.0889,36.9332,0.6102,CYP
1961,0.5778,4336,24.526699999999998,16786,35.9239,11.2259,60.8069,13.999,NaN,-14.7969,33.7635,0.6102,CYP
1962,0.5751,5144,27.8623,19620,40.1856,17.0799,67.2517,12.5338,NaN,-16.214,29.3029,0.6102,CYP
1963,0.5814,5140,27.041,19623,39.0147,-0.0639,64.1035,12.575,NaN,-15.7274,31.9185,0.6102,CYP
1964,0.5856,4348,21.8739,16549,31.7415,-16.7458,55.8787,14.5186,NaN,-11.5627,30.8556,0.6102,CYP
1965,0.5899,5578,26.6758,21173,39.034,24.9195,62.3688,10.9494,4.74,-10.467,31.1001,0.6102,CYP
1966,0.5941,5775,26.2445,21855,39.0015,3.469,59.5489,9.9083,NaN,-9.7347,31.7777,0.6102,CYP
1967,0.5984,6369,28.5702,24036,42.8368,9.7851,58.3435,8.7666,NaN,-9.0106,27.8505,0.6187,CYP
1968,0.6033,6528,28.2459,24587,42.6869,2.4626,56.8529,8.4922,NaN,-9.6706,32.9544,0.7119,CYP
1969,0.6084,7403,31.3501,27838,47.9678,12.5879,61.6152,7.71,NaN,-10.904,30.793,0.7119,CYP
1970,0.6136,7608,32.5479,28561,49.4043,2.7241,60.9582,7.8231,5.08,-10.7553,35.3659,0.7119,CYP
1971,0.6209,8228,34.3735,30724,51.4418,7.8371,58.4504,7.3731,NaN,-7.7921,32.8429,0.7018,CYP
1972,0.628,8513,34.0264,31683,51.6549,3.4099,56.5259,7.6504,NaN,-7.6381,33.3859,0.6554,CYP
1973,0.6351,8288,31.4673,30791,48.7766,-2.6854,59.6762,8.6719,NaN,-16.7596,41.9964,0.5979,CYP
1974,0.5205,7716,29.8262,28576,46.5175,-7.1512,55.3665,12.4679,NaN,-21.6405,47.9226,0.6231,CYP
1975,0.5022,6325,24.8095,22017,35.591,-19.8722,50.5402,16.0443,5.94,-21.9006,44.1161,0.6303,CYP
1976,0.4979,8051,30.1412,27103,42.7215,24.1329,49.4807,14.8619,NaN,-13.8731,55.7719,0.7014,CYP
1977,0.4975,10226,36.8851,33939,52.8152,23.9044,59.6643,11.8458,NaN,-18.1782,57.1017,0.6973,CYP
1978,0.4996,11315,38.9431,37202,56.9624,10.124,61.3715,10.5155,NaN,-18.5767,52.1458,0.6382,CYP
1979,0.5032,12952,43.5525,40945,62.2646,13.5126,62.2744,9.6187,NaN,-15.547,55.6254,0.6056,CYP
1980,0.5086,13737,46.9017,42005,64.4169,5.884,61.8512,10.0035,6.72,-16.096,59.0888,0.6032,CYP
1981,0.515,13624,45.7526,40896,61.7921,-0.83,56.1378,10.8361,NaN,-11.9231,59.5237,0.7201,CYP
1982,0.5208,14517,50.4504,43308,66.5625,6.3506,53.5892,10.3762,NaN,-9.961500000000001,59.5137,0.8122,CYP
1983,0.5276,15049,50.4797,44357,66.06,3.5992,49.9159,10.3517,NaN,-7.19,56.7689,0.8998,CYP
1984,0.5348,16630,52.3022,47884,68.9718,9.992,53.9453,9.5659,NaN,-7.5103,59.88,1.0053,CYP
1985,0.5411,16100,49.3005,45265,64.1938,-3.2409,51.0242,10.0756,7.69,-8.2252,56.4076,1.0466,CYP
1986,0.5475,16140,48.3233,45099,63.3651,0.2478,43.7855,10.3623,NaN,-0.283,49.7445,0.8853,CYP
1987,0.5535,17250,50.3903,47438,66.0988,6.6527,42.6408,12.205,NaN,0.4169,48.7951,0.822,CYP
1988,0.5593,18109,51.3136,47982,65.6537,4.8576,45.3391,12.4834,NaN,-4.5449,51.9681,0.7973,CYP
1989,0.5675,19976,55.2212,51459,69.4085,9.8116,48.0979,11.4507,NaN,-4.5647,53.846,0.8451,CYP
1990,0.5794,20238,55.5994,51649,69.2503,1.3047,42.9448,12.4679,8.7,-5.1908,59.0428,0.7827,CYP
1991,0.5949,19260,53.6266,50393,67.0125,-4.9522,41.1672,12.7648,NaN,-8.2268,54.8726,0.7935,CYP
1992,0.6106,20080,54.4602,51794,66.577,4.1671,49.8549,14.1744,NaN,-18.1805,71.4865,0.7681,CYP
1993,0.6258,19414,51.6858,51545,65.099,-3.3688,42.2862,12.1583,NaN,-6.3558,57.6731,0.8499,CYP
1994,0.639,20130,51.9356,53612,66.2946,3.6198,43.6546,11.9187,NaN,-6.2558,61.4858,0.841,CYP
1995,0.6507,20800,52.7412,54463,66.383,3.2728,37.9637,9.9464,9.21,-8.4105,66.0266,0.773,CYP
1996,0.6609,20170,49.7465,53588,63.7142,-3.074,34.4481,10.6428,NaN,-9.0657,72.9066,0.7967,CYP
1997,0.6704,20732,49.4651,55728,64.7729,2.7459,32.3707,11.993500000000001,NaN,-8.4698,67.3259,0.878,CYP
1998,0.6789,20295,46.9059,54559,61.6354,-2.1309,26.5128,14.3131,NaN,-9.6409,66.804,0.8848,CYP
1999,0.6864,21902,48.9742,58663,64.4001,7.6242,26.5251,14.0798,NaN,-6.9939,59.0784,0.9277,CYP
2e3,0.6936,25009,54.29,66825,71.4284,13.2643,24.7519,13.0437,9.68,-1.2889,54.6899,1.0634,CYP
2001,0.7013,25807,56.1848,68447,72.7073,3.1407,24.3183,13.6178,NaN,-2.0273,57.1045,1.0988,CYP
2002,0.7096,25083,54.3642,66155,69.1297,-2.8441,28.2703,14.5059,NaN,-8.9784,56.9154,1.0434,CYP
2003,0.7178,22713,48.3172,58913,60.3937,-9.929,26.0201,17.9377,NaN,-13.973700000000001,59.0136,0.8841,CYP
2004,0.728,23043,47.6168,58830,58.6574,1.4442,30.6968,17.1722,NaN,-21.2449,69.1874,0.8007,CYP
2005,0.7385,25159,50.7422,63528,62.2979,8.7866,32.9507,14.5908,8.99,-21.9569,73.7691,0.7929,CYP
2006,0.751,25803,51.1252,65270,63.4442,2.5258,36.3015,15.382,NaN,-26.7292,73.3738,0.7841,CYP
2007,0.7671,26088,51.2355,64913,62.6318,1.1009,36.9709,15.1108,NaN,-32.3844,78.478,0.7281,CYP
2008,0.7866,28912,57.514,71716,69.1242,10.2774,41.0467,16.7837,NaN,-40.6647,80.0794,0.6827,CYP
2009,0.808,29072,60.1707,73642,70.4982,0.5515,32.0749,18.3762,NaN,-23.9271,59.6667,0.7198,CYP
2010,0.8294,29008,58.9404,74831,69.3557,-0.2217,33.7722,17.4136,11.11,-26.3436,64.82,0.755,CYP
2011,0.8509,27271,54.8998,71167,65.2226,-6.1728,28.22,19.5042,NaN,-24.8717,69.0492,0.7194,CYP
2012,0.8639,27666,54.7775,76507,69.7082,1.4364,24.6721,16.7622,NaN,-17.7818,59.9282,0.7783,CYP
2013,0.8734,25852,50.6599,76591,69.1963,-6.7817,19.4805,16.484,NaN,-13.8727,58.4008,0.7532,CYP
2014,0.8826,24799,47.7289,75980,67.9611,-4.1569,18.1971,15.56,NaN,-15.6942,61.699,0.7537,CYP
1990,10.3237,20848,57.2758,39565,53.0483,NaN,21.3285,33.2519,10.88,0.1403,26.7383,17.9533,CZE
1991,10.3284,17588,48.9719,34597,46.007,-17.0026,18.2232,34.3926,NaN,5.3122,23.3049,29.4775,CZE
1992,10.3339,17449,47.3242,35723,45.9191,-0.7981,19.8201,32.1794,NaN,2.5166,31.2108,28.1808,CZE
1993,10.3384,17689,47.0926,36420,45.9962,1.3694,20.3488,32.7881,NaN,1.247,36.3141,29.1528,CZE
1994,10.3394,18657,48.1363,38004,46.9948,5.3296,22.3616,32.5567,NaN,-0.037,37.105,28.7851,CZE
1995,10.3356,19548,49.5674,39528,48.1797,4.6634,25.5651,30.6439,12.07,-2.1464,45.2979,26.5407,CZE
1996,10.3267,20476,50.501,41143,48.9175,4.6376,27.3067,29.088,NaN,-4.5231,47.0678,27.1449,CZE
1997,10.3138,19873,47.4154,40169,46.6886,-2.9915,25.2558,28.5625,NaN,-4.0329,48.117,31.6984,CZE
1998,10.298,19262,44.5192,39585,44.7188,-3.1211,24.6903,26.5175,NaN,-1.9697,54.6264,32.2812,CZE
1999,10.2805,19215,42.965,40316,44.2592,-0.2444,23.9881,25.6178,NaN,-1.8669,54.2984,34.5692,CZE
2e3,10.263,19922,43.2458,42099,44.999,3.6111,24.8365,25.7608,12.91,-2.0467,59.1749,38.5984,CZE
2001,10.2443,20957,45.6253,44325,47.0834,5.0663,24.5651,25.9183,NaN,-2.1255,63.5689,38.0353,CZE
2002,10.2252,20929,45.3606,43929,45.9041,-0.1318,24.519,27.9576,NaN,-3.3668,69.5959,32.7385,CZE
2003,10.2118,21595,45.9391,45699,46.8478,3.13,24.9897,26.9803,NaN,-3.3395,77.6846,28.209,CZE
2004,10.2121,22230,45.9376,47174,47.0356,2.9013,26.3606,25.8371,NaN,-3.3371,101.672,25.6998,CZE
2005,10.2309,23469,47.3332,48948,48.0003,5.4222,27.0929,23.3789,13.08,-1.7273,116.36,23.9574,CZE
2006,10.2715,23926,47.4067,49398,48.0159,1.929,29.0148,22.6763,NaN,-1.8896,127.594,22.5956,CZE
2007,10.3305,26049,51.1584,53014,51.1508,8.5017,31.2537,22.3184,NaN,-2.1519,133.94,20.2937,CZE
2008,10.398,26045,51.8105,52327,50.4355,-0.0155,32.7796,23.6688,NaN,-5.4281,148.505,17.0717,CZE
2009,10.46,25169,52.0921,51806,49.5946,-3.4223,27.5945,25.5534,NaN,-3.1623,127.114,19.063,CZE
