year,population,y_pop,y_pop_us_100,y_wkr,y_wkr_us_100,growth_100,i_y,g_y,ed_att,nx_y,x_m_y,ex_rate,country
2010,10.5066,25241,51.2858,52659,48.8065,0.2843,27.2715,26.1489,13.16,-4.1456,142.744,19.0983,CZE
2011,10.534,26726,53.801,56028,51.3483,5.7167,28.1014,25.221800000000002,NaN,-4.1397,151.93,17.6959,CZE
2012,10.5452,27057,53.5726,56585,51.5567,1.234,27.8056,25.0878,NaN,-3.4687,150.212,19.5775,CZE
2013,10.5453,27792,54.4622,58034,52.4308,2.6798,25.2505,26.4956,NaN,-3.1676,147.685,19.5706,CZE
2014,10.5427,29187,56.1727,60710,54.3025,4.895,25.2401,25.9608,NaN,-1.7001,147.808,20.7575,CZE
1970,0.1597,8625,36.9021,NaN,NaN,NaN,5.58,26.5726,NaN,-4.2156,42.8728,214.392,DJI
1971,0.1694,8621,36.0168,NaN,NaN,-0.0486,5.5919,26.5629,NaN,-3.0656,42.8051,213.779,DJI
1972,0.1792,8480,33.8922,NaN,NaN,-1.6552,5.4443,26.9077,NaN,-2.6964,41.9186,197.466,DJI
1973,0.1905,8308,31.5461,NaN,NaN,-2.0402,5.8129,26.5592,NaN,-1.2426,45.4095,179.942,DJI
1974,0.2052,7424,28.6988,NaN,NaN,-11.2545,5.6881,26.0756,NaN,0.5933,54.8748,177.721,DJI
1975,0.2242,7725,30.2988,NaN,NaN,3.9694,5.4314,27.7924,NaN,-3.8977,51.2969,177.721,DJI
1976,0.2486,7284,27.2665,NaN,NaN,-5.8785,7.0601,26.0362,NaN,1.1993,54.8829,177.721,DJI
1977,0.2776,5798,20.9151,NaN,NaN,-22.8062,5.0126,25.8157,NaN,1.2344,53.8956,177.721,DJI
1978,0.3082,5359,18.4454,NaN,NaN,-7.871,4.261,31.0763,NaN,-15.649,40.2379,177.721,DJI
1979,0.3363,4819,16.2053,NaN,NaN,-10.6213,7.0697,35.1466,NaN,-3.604,58.5733,177.721,DJI
1980,0.359,4677,15.9668,33638,51.5851,-3.0074,8.2631,34.4298,NaN,-2.8284,60.0553,177.721,DJI
1981,0.3747,4626,15.535,33191,50.1493,-1.0909,7.257,31.8974,NaN,-1.6485,65.5848,177.721,DJI
1982,0.3847,4760,16.5413,34007,52.267,2.8521,15.1534,35.9109,NaN,-20.3902,66.4734,177.721,DJI
1983,0.3929,4723,15.8413,33595,50.0327,-0.7822,15.6821,32.4022,NaN,-21.8205,66.0201,177.721,DJI
1984,0.4046,4497,14.1425,31850,45.8767,-4.8985,15.9544,37.5683,NaN,-17.4998,75.5913,177.721,DJI
1985,0.4235,4080,12.4937,28734,40.7497,-9.7264,13.8982,46.6166,NaN,-27.9931,87.8581,177.721,DJI
1986,0.4511,3783,11.327,26418,37.1178,-7.5535,8.5205,45.1812,NaN,-20.4177,75.7791,177.721,DJI
1987,0.4856,3583,10.4664,24853,34.6297,-5.4381,9.9652,41.5241,NaN,-19.0642,68.7003,177.721,DJI
1988,0.5233,3386,9.5939,23335,31.9296,-5.6618,10.8023,40.0292,NaN,-23.4939,61.4879,177.721,DJI
1989,0.5588,3031,8.3786,20728,27.9588,-11.073,9.2942,42.0778,NaN,-22.7123,64.0318,177.721,DJI
1990,0.5884,2889,7.9371,19727,26.4493,-4.7905,14.7851,36.2826,NaN,-21.9248,106.678,177.721,DJI
1991,0.6107,2319,6.4558,15901,21.1445,-21.9958,25.995,38.9301,NaN,-21.7408,117.723,177.721,DJI
1992,0.6271,2736,7.4199,18635,23.9536,16.5423,23.7739,43.1417,NaN,-24.7446,74.8939,177.721,DJI
1993,0.6392,3393,9.0319,22840,28.8456,21.5196,21.0531,31.0772,NaN,-16.8693,59.1276,177.721,DJI
1994,0.6499,2411,6.2199,15975,19.7548,-34.1624,25.734,47.2763,NaN,-15.5632,69.2321,177.721,DJI
1995,0.6611,2783,7.0558,18247,22.2404,14.3431,18.3498,37.4345,NaN,-8.7254,51.3334,177.721,DJI
1996,0.6732,2367,5.837,15334,18.2314,-16.1914,18.3588,40.3738,NaN,-13.0255,57.1667,177.721,DJI
1997,0.6856,2566,6.1231,16451,19.1207,8.0982,21.128,38.8613,NaN,-12.0787,54.0488,177.721,DJI
1998,0.6983,2505,5.7887,15912,17.9763,-2.4348,22.3606,33.4096,NaN,-13.1785,61.9552,177.721,DJI
1999,0.7107,2772,6.1987,17407,19.1096,10.1514,3.9287,30.9928,NaN,-5.5782,50.7611,177.721,DJI
2e3,0.7226,2653,5.7602,16440,17.5726,-4.3768,4.8196,33.4164,NaN,-14.4479,65.0964,177.721,DJI
2001,0.7341,2455,5.3449,14985,15.918,-7.7726,5.1763,33.2725,NaN,-16.7158,77.2823,177.721,DJI
2002,0.7455,2316,5.0195,19476,20.3521,-5.8307,7.0961,37.5276,NaN,-20.0141,87.0909,177.721,DJI
2003,0.7567,2456,5.2249,20291,20.8008,5.8722,12.4998,38.6286,NaN,-15.6889,73.6356,177.721,DJI
2004,0.7676,2509,5.1851,20356,20.296,2.1404,13.7515,39.3887,NaN,-18.4081,72.8271,177.721,DJI
2005,0.7784,2645,5.3336,21050,20.6423,5.254,14.471,37.0725,NaN,-17.1645,65.7669,177.721,DJI
2006,0.7889,2733,5.4143,21386,20.7879,3.2757,24.0408,37.2082,NaN,-19.3685,62.5117,177.721,DJI
2007,0.7993,2700,5.3022,20762,20.0321,-1.2085,31.2662,30.8948,NaN,-24.1956,67.5889,177.721,DJI
2008,0.8096,2928,5.8255,22115,21.3155,8.1313,35.2679,27.7651,NaN,-26.2117,66.5538,177.721,DJI
2009,0.8201,2615,5.4133,19416,18.5872,-11.3041,34.2497,25.9304,NaN,-21.8076,64.8433,177.721,DJI
2010,0.8308,2563,5.208,18730,17.3594,-2.0216,20.0568,26.0539,NaN,-15.0802,63.6554,177.721,DJI
2011,0.8418,2590,5.2145,18690,17.1289,1.0546,26.8306,24.573,NaN,-29.5314,71.9474,177.721,DJI
2012,0.8531,2761,5.4676,19696,17.9459,6.3977,29.0322,23.6931,NaN,-34.6416,79.8186,177.721,DJI
2013,0.8646,2844,5.574,20088,18.1482,2.9602,41.2685,23.8317,NaN,-35.8628,85.064,177.721,DJI
2014,0.8762,3279,6.3099,21152,18.9197,14.2037,40.6837,20.7753,NaN,-26.5169,74.1028,177.721,DJI
1970,0.0711,3977,17.0162,NaN,NaN,NaN,10.2064,46.646,NaN,-10.6677,43.703,2,DMA
1971,0.0716,4248,17.7485,NaN,NaN,6.5938,13.345,49.6085,NaN,-15.2675,44.5111,1.9749,DMA
1972,0.0717,4551,18.1897,NaN,NaN,6.8803,10.234,47.0664,NaN,-9.5905,41.7648,1.9213,DMA
1973,0.0717,4922,18.6876,NaN,NaN,7.8334,7.355,44.6547,NaN,-5.3066,42.3871,1.9592,DMA
1974,0.0718,4910,18.9787,NaN,NaN,-0.2491,5.5165,33.6055,NaN,-15.7968,54.4951,2.0532,DMA
1975,0.0721,5063,19.8593,NaN,NaN,3.0792,7.6197,37.1624,NaN,-13.2793,51.6226,2.1698,DMA
1976,0.0726,5154,19.2956,NaN,NaN,1.7871,6.6354,35.7701,NaN,-8.2481,50.8243,2.6147,DMA
1977,0.0734,5085,18.3414,NaN,NaN,-1.3588,7.0282,37.7295,NaN,-12.0495,50.7155,2.7,DMA
1978,0.0742,5716,19.6729,NaN,NaN,11.7024,7.2861,39.6925,NaN,-13.405,52.7439,2.7,DMA
1979,0.0749,4783,16.0817,NaN,NaN,-17.8296,10.7205,63.1043,NaN,-51.3072,38.3425,2.7,DMA
1980,0.0753,5308,18.1237,NaN,NaN,10.4291,16.0439,53.0709,NaN,-48.7046,56.9846,2.7,DMA
1981,0.0754,6088,20.4471,NaN,NaN,13.7127,10.4397,48.6663,NaN,-30.257,59.0208,2.7,DMA
1982,0.0752,6346,22.0537,NaN,NaN,4.14,9.5157,46.8163,NaN,-17.099,55.3465,2.7,DMA
1983,0.0747,6532,21.909300000000002,NaN,NaN,2.8846,8.5062,45.6413,NaN,-10.1331,48.5403,2.7,DMA
1984,0.0742,6884,21.6493,NaN,NaN,5.2511,11.1029,46.8821,NaN,-17.8871,50.6355,2.7,DMA
1985,0.0736,6485,19.8596,NaN,NaN,-5.959,9.0252,45.4125,NaN,-19.3412,55.1984,2.7,DMA
1986,0.073,7030,21.0479,NaN,NaN,8.0615,6.8274,41.61,NaN,-3.4988,50.5401,2.7,DMA
1987,0.0724,7535,22.0116,NaN,NaN,6.9408,7.1659,41.0474,NaN,-5.5284,49.9686,2.7,DMA
1988,0.0717,7998,22.6622,NaN,NaN,5.9548,9.7971,40.9882,NaN,-9.0602,56.7359,2.7,DMA
1989,0.0712,8008,22.1374,20897,28.1869,0.1296,12.7041,44.5445,NaN,-20.7344,59.0274,2.7,DMA
1990,0.0709,8715,23.9412,24229,32.4865,8.4555,11.8699,40.6549,NaN,-13.3325,61.8649,2.7,DMA
1991,0.0708,7891,21.9719,23476,31.2185,-9.923,10.141,45.2307,NaN,-22.8178,57.0887,2.7,DMA
1992,0.071,8644,23.4456,25377,32.6204,9.1163,9,40.6276,NaN,-10.7123,59.658,2.7,DMA
1993,0.0712,8764,23.332,25393,32.0701,1.3741,8.2283,42.0375,NaN,-12.5184,51.3366,2.7,DMA
1994,0.0714,8423,21.7322,24092,29.7911,-3.9655,8.2863,42.6789,NaN,-17.1106,50.4592,2.7,DMA
1995,0.0714,8896,22.5565,25120,30.6176,5.4567,9.3183,40.8296,NaN,-9.7337,50.9224,2.7,DMA
1996,0.0711,9119,22.4912,25428,30.2325,2.4814,7.7364,40.0274,NaN,-9.0893,48.2157,2.7,DMA
1997,0.0708,8269,19.7301,22772,26.4675,-9.7847,10.1586,39.9491,NaN,-11.4704,59.2351,2.7,DMA
1998,0.0703,8497,19.6382,22243,25.1274,2.7147,9.0837,38.9368,NaN,-11.9191,104.056,2.7,DMA
1999,0.0699,8779,19.6296,21899,24.0408,3.2653,8.5287,34.7295,NaN,-9.3982,59.7183,2.7,DMA
2e3,0.0697,9022,19.5854,23835,25.4772,2.7344,8.5084,28.381,NaN,-5.2932,55.9,2.7,DMA
2001,0.0697,7128,15.5181,20012,21.2579,-23.5678,9.5806,33.588,NaN,-33.1051,82.033,2.7,DMA
2002,0.0698,7297,15.814,NaN,NaN,2.3392,4.7043,29.9549,NaN,-25.6117,71.7562,2.7,DMA
2003,0.0701,6684,14.2193,NaN,NaN,-8.7666,7.0899,27.0173,NaN,-30.682,76.19,2.7,DMA
2004,0.0703,6648,13.7372,NaN,NaN,-0.5454,16.0234,26.786,NaN,-34.771,81.7686,2.7,DMA
2005,0.0705,7182,14.4852,NaN,NaN,7.7316,16.7485,25.5857,NaN,-37.966,81.7923,2.7,DMA
2006,0.0707,7671,15.2,NaN,NaN,6.5909,16.9165,21.9725,NaN,-30.2109,72.9336,2.7,DMA
2007,0.0708,8173,16.0516,NaN,NaN,6.3368,17.509,21.5546,NaN,-34.6387,69.3183,2.7,DMA
2008,0.0709,9291,18.4825,NaN,NaN,12.8191,19.2831,18.0411,NaN,-37.8994,66.938,2.7,DMA
2009,0.071,8254,17.0834,NaN,NaN,-11.8355,20.3405,22.2947,NaN,-44.8195,74.726,2.7,DMA
2010,0.0712,9391,19.0811,NaN,NaN,12.9028,21.0037,19.3962,NaN,-26.0299,60.4431,2.7,DMA
2011,0.0714,8944,18.0044,NaN,NaN,-4.879,24.4858,20.4795,NaN,-31.5643,75.3233,2.7,DMA
2012,0.0717,9326,18.4646,NaN,NaN,4.1834,21.8269,20.4438,NaN,-28.6502,60.1836,2.7,DMA
2013,0.072,9113,17.8581,NaN,NaN,-2.307,20.1309,21.7411,NaN,-26.1825,54.8004,2.7,DMA
2014,0.0723,9190,17.6864,NaN,NaN,0.8365,19.6628,21.839,NaN,-26.3547,65.8093,2.7,DMA
1950,4.2722,9280,63.4776,20453,56.5115,NaN,21.7417,11.4235,5.39,-1.1537,32.3665,6.9051,DNK
1951,4.3048,9012,58.3465,19966,53.1722,-2.9328,17.8716,12.9661,NaN,2.2432,37.517,6.9051,DNK
1952,4.3352,9134,58.1962,20333,53.002,1.3535,18.2855,13.417,NaN,2.8183,34.2343,6.9061,DNK
1953,4.3705,9663,59.8307,21633,54.6661,5.6242,20.9103,13.6217,NaN,2.403,33.7227,6.9061,DNK
1954,4.4072,9944,62.8797,22396,55.7763,2.8641,21.1368,13.8282,NaN,0.2272,36.5707,6.9071,DNK
1955,4.4402,9809,58.6542,22205,52.8946,-1.3644,18.2647,14.2791,4.19,2.3559,37.8517,6.9061,DNK
1956,4.4677,9979,59.3848,22676,54.0615,1.7225,20.7258,14.0802,NaN,1.1615,38.4484,6.9051,DNK
1957,4.4891,10422,61.8276,23673,55.5233,4.3437,22.3177,13.9506,NaN,2.3557,38.6754,6.9051,DNK
1958,4.5164,10548,64.2968,23929,55.6844,1.1944,19.8425,13.78,NaN,3.9715,38.7042,6.9061,DNK
1959,4.5479,11421,65.9326,25308,56.1151,7.9541,25.6869,13.3642,NaN,0.902,39.7392,6.9061,DNK
1960,4.5823,12068,68.8596,26222,57.5091,5.5116,28.1843,13.3944,4.56,-3.1002,44.3497,6.9071,DNK
1961,4.6111,12763,72.1925,27505,58.8637,5.5982,26.4505,13.6858,NaN,-2.8329,41.9085,6.9071,DNK
1962,4.6482,13314,72.1207,28486,58.3449,4.2291,26.9658,14.1692,NaN,-2.972,39.768299999999996,6.9071,DNK
1963,4.6849,13368,70.3242,28478,56.6203,0.4056,24.0399,14.4098,NaN,0.3081,40.8856,6.9071,DNK
1964,4.7215,14438,72.6408,30374,58.2581,7.7014,28.5438,14.287,NaN,-2.332,42.6383,6.9071,DNK
1965,4.7594,14974,71.61,31184,57.4895,3.644,29.3355,14.2289,5.01,-1.9984,42.1264,6.9071,DNK
1966,4.7988,15256,69.3305,31496,56.2077,1.864,28.0656,14.9995,NaN,-1.8792,41.9758,6.9071,DNK
1967,4.8401,15955,71.573,33222,59.2093,4.4776,27.4032,15.5994,NaN,-2.1975,40.0667,6.9565,DNK
1968,4.8686,16776,72.5922,34869,60.5389,5.0183,27.3122,15.8191,NaN,-1.2142,40.2749,7.5,DNK
1969,4.892,17829,75.5023,36527,62.9412,6.0912,29.7085,15.9208,NaN,-2.7818,41.1703,7.5,DNK
1970,4.9301,17968,76.8717,36611,63.3295,0.772,29.660800000000002,16.7867,5.79,-3.5297,42.6791,7.5,DNK
1971,4.9605,18316,76.5215,37629,63.0025,1.9233,29.12,17.4695,NaN,-2.184,41.4046,7.4263,DNK
1972,4.9891,18966,75.8058,38384,62.5801,3.4851,29.9984,17.7898,NaN,-0.6641,39.4075,6.9493,DNK
1973,5.0158,19708,74.8299,39620,62.7639,3.8377,32.2439,17.5876,NaN,-4.0382,45.5337,6.0495,DNK
1974,5.0399,19282,74.538,39240,63.8756,-2.1859,31.746,18.8704,NaN,-5.0764,55.8302,6.0949,DNK
1975,5.0613,18877,74.0411,39023,63.0831,-2.125,27.794,19.4786,6.45,-4.1371,53.7194,5.7461,DNK
1976,5.08,20053,75.0697,40834,64.3644,6.0461,31.5867,19.403,NaN,-8.044,54.8828,6.045,DNK
1977,5.096,20421,73.6603,41795,65.0392,1.8175,29.971,19.9917,NaN,-7.0494,53.5793,6.0032,DNK
1978,5.1088,20896,71.916,42577,65.1926,2.2981,28.7488,21.2296,NaN,-6.7632,51.7514,5.5146,DNK
1979,5.1181,21683,72.9112,43841,66.6684,3.7003,29.0531,22.2445,NaN,-7.0256,56.151,5.261,DNK
1980,5.1234,21360,72.9275,43546,66.7805,-1.5024,26.096800000000002,24.6125,7.31,-6.3177,70.3571,5.6359,DNK
1981,5.1248,20528,68.9401,42491,64.2024,-3.9721,22.463,25.8917,NaN,-4.1378,74.8945,7.1234,DNK
1982,5.1228,20851,72.4649,42974,66.0494,1.5626,24.1515,25.8682,NaN,-4.1919,71.7519,8.3324,DNK
1983,5.119,21037,70.5665,43292,64.4752,0.8866,23.5087,24.9625,NaN,-2.0994,72.2309,9.145,DNK
1984,5.1153,21482,67.5601,43508,62.6695,2.0914,26.2841,23.5771,NaN,-3.4148,75.2683,10.3566,DNK
1985,5.1134,21823,66.826,43186,61.2455,1.577,27.7301,23.4737,8.02,-4.6791,79.9336,10.5964,DNK
1986,5.1138,23695,70.9446,45829,64.3914,8.2307,30.0172,22.3,NaN,-5.4331,79.9918,8.091,DNK
1987,5.1164,24423,71.3434,47051,65.5603,3.0246,28.0939,22.1309,NaN,-1.3316,81.1358,6.8403,DNK
1988,5.1215,24519,69.478,47613,65.1498,0.3925,26.9267,21.8552,NaN,0.9355,81.5976,6.7315000000000005,DNK
1989,5.1295,24733,68.3718,48254,65.0864,0.8675,27.2157,21.3108,NaN,1.3103,80.3859,7.3102,DNK
1990,5.1403,25496,70.0438,50070,67.1331,3.0382,25.5346,19.6048,8.96,3.0022,91.3726,6.1886,DNK
1991,5.1543,25611,71.3091,50735,67.4667,0.4509,24.3221,19.1792,NaN,4.5870999999999995,86.5558,6.3965,DNK
1992,5.1713000000000005,26669,72.3327,53598,68.8951,4.0498,24.0866,18.5905,NaN,5.9997,99.4967,6.0361,DNK
1993,5.1906,26449,70.4142,54121,68.352,-0.8284,22.4005,19.2162,NaN,6.7841000000000005,93.0014,6.4839,DNK
1994,5.2113,27730,71.5423,56010,69.2605,4.727,23.681,18.4201,NaN,6.0595,94.989,6.3606,DNK
1995,5.2326,28829,73.0996,58086,70.7996,3.8872,26.0907,17.921,9.91,4.1929,101.8688,5.6024,DNK
1996,5.2544,29767,73.4156,59762,71.0548,3.2029,24.7622,17.8328,NaN,4.7922,98.4334,5.7987,DNK
1997,5.2767,31097,74.1972,61863,71.9032,4.3723,25.9426,18.4297,NaN,2.8022,97.8922,6.6045,DNK
1998,5.2987,31940,73.8203,62915,71.0754,2.6722,25.0893,19.2072,NaN,2.4074999999999998,97.0659,6.7008,DNK
1999,5.3194,33069,73.9422,64895,71.2415,3.4741,22.6446,19.445,NaN,6.9184,93.2717,6.9762,DNK
2e3,5.3383,35015,76.0104,68457,73.1735,5.7184,23.8479,19.3648,10.73,8.4537,94.6163,8.0831,DNK
2001,5.3547,34882,75.9425,67788,72.0071,-0.3794,23.7699,20.2991,NaN,8.594,99.6236,8.3228,DNK
2002,5.3690999999999995,35112,76.0989,68424,71.5013,0.6557,23.1893,21.517,NaN,7.7718,105.4739,7.8947,DNK
2003,5.383,34697,73.8123,68507,70.2287,-1.1879,23.7787,20.1407,NaN,9.7045,113.1879,6.5877,DNK
2004,5.3986,36082,74.5621,71918,71.7071,3.9151,25.788,19.4487,NaN,8.2452,120.418,5.9911,DNK
2005,5.4177,37713,76.062,74391,72.9501,4.421,26.5723,17.166,11.19,9.6927,125.6562,5.9969,DNK
2006,5.4407,38803,76.8838,75161,73.0584,2.8485,28.8965,17.675,NaN,7.1401,131.0328,5.9468,DNK
2007,5.467,39815,78.1931,75674,73.0144,2.5741,29.6628,19.3404,NaN,4.2397,134.2733,5.4437,DNK
2008,5.4953,42057,83.6628,79269,76.4037,5.479,29.1622,20.6706,NaN,2.9087,135.0332,5.0981,DNK
2009,5.5238,40201,83.2031,78329,74.9859,-4.5152,24.0485,22.8993,NaN,5.8638,110.9725,5.3609,DNK
2010,5.551,42265,85.878,84524,78.34,5.0085,24.0389,22.2842,11.53,7.7174,109.1501,5.6241,DNK
2011,5.5766,43576,87.7225,87435,80.1315,3.054,24.5849,23.0706,NaN,7.3456,117.828,5.3687000000000005,DNK
2012,5.601,43925,86.9702,88609,80.7341,0.7981,24.6433,23.5331,NaN,5.1823,114.7721,5.7925,DNK
2013,5.6243,44104,86.4271,89146,80.5392,0.4064,23.6796,24.2934,NaN,4.6942,119.4356,5.6163,DNK
2014,5.6469000000000005,44423,85.4968,89377,79.9439,0.7204,23.9094,24.508,NaN,4.3685,117.7514,5.6125,DNK
1951,2.4631,2353,15.2377,10173,27.0923,NaN,12.5037,12.6834,NaN,21.0851,85.0723,1,DOM
1952,2.5366,2378,15.1501,10324,26.9123,1.0351,22.8867,13.7793,NaN,16.0253,86.2052,1,DOM
1953,2.6156,2314,14.3304,10105,25.5355,-2.7084,19.1247,12.665,NaN,19.9102,80.6952,1,DOM
1954,2.6993,2456,15.5281,10791,26.8754,5.9205,16.1378,11.129,NaN,24.5288,75.8523,1,DOM
1955,2.787,2398,14.3384,10611,25.2764,-2.3787,20.477,14.014,2.41,17.7195,82.8572,1,DOM
1956,2.8792,2484,14.7841,11077,26.4072,3.5458,21.2931,14.9218,NaN,14.143,81.873,1,DOM
1957,2.9763,2593,15.3834,11656,27.3394,4.2863,21.2436,15.8125,NaN,13.5271,77.4162,1,DOM
1958,3.0777,2452,14.9455,11114,25.8633,-5.6099,23.0228,18.4125,NaN,6.0936,75.3465,1,DOM
1959,3.1825,2630,15.1841,12025,26.6622,7.0255,15.5148,17.0837,NaN,21.5814,66.1794,1,DOM
1960,3.2902,3050,17.4015,14058,30.8306,14.799,10.81,13.935,2.41,32.6046,61.9227,1,DOM
1961,3.4013,2925,16.5426,13408,28.6942,-4.1901,7.7461,14.7928,NaN,34.2143,55.2533,1,DOM
1962,3.5162,3115,16.8708,14202,29.0873,6.2927,11.7676,18.7959,NaN,16.5915,62.5301,1,DOM
1963,3.6341,2915,15.3332,13216,26.2759,-6.6285,17.2427,21.7779,NaN,-0.3024,63.6515,1,DOM
1964,3.754,2916,14.6689,13139,25.2001,0.0314,20.7899,22.1871,NaN,-7.6728,68.5975,1,DOM
1965,3.875,2669,12.766,11947,22.0243,-8.8209,10.2748,25.1279,2.62,8.2561,50.8681,1,DOM
1966,3.9977,2643,12.0098,11739,20.9494,-1.0071,17.2847,22.2842,NaN,-5.3579,53.051,1,DOM
1967,4.1227,2656,11.9141,11705,20.8609,0.4944,17.3014,19.7993,NaN,-0.2015,51.8547,1,DOM
1968,4.2492,2515,10.8827,10991,19.0825,-5.4507,17.4767,18.7373,NaN,-3.6378,58.262,1,DOM
1969,4.3762,2637,11.1683,11421,19.6793,4.7511,21.7326,17.4032,NaN,-6.4613,54.9474,1,DOM
1970,4.5031,2933,12.55,12576,21.7533,10.6385,23.0663,15.896,3.04,-8.1013,62.9517,1,DOM
1971,4.6311,3117,13.0237,13231,22.1534,6.085,25.0259,13.6191,NaN,-7.703,63.3716,1,DOM
1972,4.7599,3608,14.4208,15150,24.6995,14.6148,23.6747,11.5083,NaN,4.9055,54.6358,1,DOM
1973,4.8894,3863,14.6663,16036,25.4035,6.8215,27.6707,10.6768,NaN,2.495,61.0569,1,DOM
1974,5.0195,3786,14.637,15534,25.2865,-1.9948,34.4369,14.8423,NaN,-15.1558,82.296,1,DOM
1975,5.1499,3848,15.0937,15594,25.2087,1.6167,36.6306,11.6285,3.53,-16.0993,80.4086,1,DOM
1976,5.2807,4251,15.9127,17005,26.8047,9.95,29.8334,7.6136,NaN,-1.7605,61.9306,1,DOM
1977,5.4119,4153,14.9821,16395,25.5127,-2.313,31.798,8.5205,NaN,-7.0465,76.2214,1,DOM
1978,5.5435,4053,13.9479,15778,24.1578,-2.4587,32.9255,9.8983,NaN,-9.732,69.2462,1,DOM
1979,5.6759,4095,13.7698,15723,23.9089,1.0409,34.2027,11.6158,NaN,-11.5833,78.2398,1,DOM
1980,5.8093,3927,13.4083,14871,22.8057,-4.1851,38.6575,14.9079,4.15,-35.2208,85.3165,1,DOM
1981,5.9436,4287,14.3981,16052,24.2537,8.7733,31.2513,16.895,NaN,-22.2758,79.8814,1,DOM
1982,6.0788,4237,14.7249,15684,24.1057,-1.1793,25.4932,16.5365,NaN,-18.91,61.5659,1,DOM
1983,6.2149,4340,14.5596,15875,23.6431,2.4122,25.9761,15.6392,NaN,-17.55,57.5248,1,DOM
1984,6.3516,4739,14.9036,17114,24.6513,8.7805,24.2238,13.6182,NaN,-4.6183,22.6571,1,DOM
1985,6.4889,4746,14.5343,16921,23.9964,0.1603,22.3959,13.6686,4.78,-1.6796,18.815,3.1126,DOM
1986,6.6265,4852,14.5285,17070,23.9842,2.2098,22.0992,14.0671,NaN,-1.6301,17.8781,2.9043,DOM
1987,6.7646,5224,15.2595,18131,25.2635,7.373,25.5106,10.36,NaN,-1.7101,18.981,3.8448,DOM
1988,6.9033,5409,15.3259,18519,25.3399,3.4764,26.3664,10.5382,NaN,1.335,18.7889,6.1125,DOM
1989,7.0429,5107,14.1182,17246,23.2615,-5.7356,29.7515,10.8224,NaN,-5.736,25.0486,6.34,DOM
1990,7.1836,4759,13.0752,15839,21.2365,-7.0528,24.8523,10.6191,5.34,-0.8088,26.3583,8.5253,DOM
1991,7.3256,4795,13.3495,15858,21.0883,0.7369,21.9343,10.9693,NaN,1.7508,25.7606,12.6924,DOM
1992,7.4686,5457,14.8008,18234,23.4378,12.9451,23.6538,11.0604,NaN,0.3181,24.0731,12.7742,DOM
1993,7.6115,5835,15.5335,19255,24.3179,6.6916,24.6137,11.3643,NaN,1.2873000000000001,24.4684,12.6758,DOM
1994,7.7531,6014,15.5155,18857,23.3184,3.0214,25.938,11.9111,NaN,1.4837,25.5213,13.1601,DOM
1995,7.8924,6060,15.3653,18835,22.9577,0.7609,24.0808,10.2354,5.92,1.3447,26.4012,13.5974,DOM
1996,8.0291,6188,15.2621,19366,23.0255,2.098,24.9598,10.223,NaN,-1.2052,32.0055,13.7746,DOM
1997,8.1635,6669,15.9114,20216,23.4965,7.4791,26.438,10.7805,NaN,-3.0559,36.0549,14.2655,DOM
1998,8.2964,7229,16.7086,20473,23.1281,8.0702,33.6866,10.7982,NaN,-8.3551,36.7091,15.2666,DOM
1999,8.4291,7560,16.9046,21122,23.1882,4.4756,31.3495,10.6105,NaN,-6.1547,35.6947,16.0331,DOM
2e3,8.5626,7534,16.3554,20980,22.4251,-0.3428,34.7492,10.9817,6.26,-12.104,27.2636,16.415,DOM
2001,8.6971,8121,17.68,23301,24.7513,7.4972,30.9589,10.9339,NaN,-4.7017,18.9843,16.9516,DOM
2002,8.8323,8057,17.4631,22719,23.7402,-0.7842,32.3484,11.6415,NaN,-9.5598,30.4132,18.6098,DOM
2003,8.9678,7594,16.1552,21841,22.3902,-5.9218,24.3039,10.9282,NaN,-1.0739,27.4339,30.8307,DOM
2004,9.103,7785,16.0871,21904,21.8399,2.4815,22.8429,11.0713,NaN,0.4467,27.2457,42.0988,DOM
2005,9.2376,8535,17.2141,23872,23.4097,9.2008,23.0662,11.376,6.94,-3.5815,29.5602,30.5106,DOM
2006,9.3713,9362,18.5493,25330,24.6215,9.2444,24.7875,11.49,NaN,-5.9062,28.5706,33.2537,DOM
2007,9.5043,10122,19.8795,26888,25.9433,7.8107,25.0932,11.7439,NaN,-6.5619,28.6321,33.3119,DOM
2008,9.6365,10181,20.2516,26605,25.643,0.5727,26.0723,12.0519,NaN,-11.4845,28.092,34.8661,DOM
2009,9.7677,10715,22.1764,28899,27.6655,5.115,20.479,11.7617,NaN,-4.6441,24.2745,36.1141,DOM
2010,9.898,11505,23.3763,30108,27.9055,7.1137,21.9129,11.57,7.56,-6.6536,27.0612,37.3066,DOM
2011,10.0271,11679,23.5108,29720,27.238,1.5026,20.4415,11.3252,NaN,-6.4263,31.1566,38.2316,DOM
2012,10.155,11976,23.7127,30275,27.5849,2.5143,19.1257,12.1435,NaN,-5.8125,30.5957,39.3357,DOM
2013,10.2814,12176,23.8608,30962,27.9724,1.6555,18.1552,11.0835,NaN,-3.4736,31.5207,41.8081,DOM
2014,10.4059,12731,24.502,31368,28.0573,4.4545,18.8469,11.5495,NaN,-3.3094,31.4295,43.556,DOM
1960,11.3934,9501,54.2104,55357,121.405,NaN,31.0663,14.4652,0.72,34.35,84.1125,4.9371,DZA
1961,11.6151,8194,46.3486,48345,103.464,-14.7966,34.0654,12.9205,NaN,35.0248,89.2616,4.9371,DZA
